SAL_FROM,SAL_END,SAL_AMOUNT,EMP_ID
3/7/1991,3/6/1992,26120,83746
3/8/1990,3/7/1991,24880,83746
3/9/1989,3/7/1990,23040,83746
3/8/1988,3/8/1989,21940,83746
3/8/1987,3/7/1988,20900,83746
3/9/1986,3/8/1987,19900,83746
3/10/1985,3/8/1986,19320,83746
3/9/1984,3/9/1985,17890,83746
3/9/1983,3/8/1984,17370,83746
3/10/1982,3/9/1983,16540,83746
3/11/1981,3/9/1982,16060,83746
3/10/1980,3/10/1981,15590,83746
3/10/1979,3/9/1980,14170,83746
3/11/1978,3/10/1979,13500,83746
1/24/2014,  ,45120,83759
1/23/2013,1/23/2014,43810,83759
1/23/2012,1/22/2013,41720,83759
1/24/2011,1/23/2012,39730,83759
1/25/2010,1/23/2011,37840,83759
1/24/2009,1/24/2010,35040,83759
1/24/2008,1/23/2009,34020,83759
1/25/2007,1/24/2008,33030,83759
1/26/2006,1/24/2007,31460,83759
1/25/2005,1/25/2006,29960,83759
1/25/2004,1/24/2005,29090,83759
1/26/2003,1/25/2004,28240,83759
1/27/2002,1/25/2003,27420,83759
1/26/2001,1/26/2002,26620,83759
1/26/2000,1/25/2001,25350,83759
1/27/1999,1/26/2000,24610,83759
1/28/1998,1/26/1999,23440,83759
1/27/1997,1/27/1998,21700,83759
6/4/2012,6/4/2013,35440,84042
6/4/2011,6/3/2012,33750,84042
6/5/2010,6/4/2011,32140,84042
6/6/2009,6/4/2010,31200,84042
6/5/2008,6/5/2009,29710,84042
6/5/2007,6/4/2008,28840,84042
6/6/2006,6/5/2007,26700,84042
6/7/2005,6/5/2006,25430,84042
6/6/2004,6/6/2005,24220,84042
6/6/2003,6/5/2004,23070,84042
6/7/2002,6/6/2003,22400,84042
6/8/2001,6/6/2002,21750,84042
6/7/2000,6/7/2001,20710,84042
6/7/1999,6/6/2000,20110,84042
6/8/1998,6/7/1999,19150,84042
6/9/1997,6/7/1998,18590,84042
6/8/1996,6/8/1997,18050,84042
6/8/1995,6/7/1996,17520,84042
6/9/1994,6/8/1995,16220,84042
6/10/1993,6/8/1994,15750,84042
6/9/1992,6/9/1993,15000,84042
6/9/1991,6/8/1992,13640,84042
6/10/1990,6/9/1991,13240,84042
6/11/1989,6/9/1990,12850,84042
6/10/1988,6/10/1989,12240,84042
6/10/1987,6/9/1988,11880,84042
6/5/2013,  ,36500,84042
9/23/2013,  ,42500,84052
9/22/2012,9/22/2013,41260,84052
9/22/2011,9/21/2012,40060,84052
9/23/2010,9/22/2011,38890,84052
9/24/2009,9/22/2010,36010,84052
9/23/2008,9/23/2009,34960,84052
9/23/2007,9/22/2008,33940,84052
9/24/2006,9/23/2007,32950,84052
7/5/2012,7/5/2013,60830,83683
7/5/2011,7/4/2012,57930,83683
7/6/2010,7/5/2011,55170,83683
7/7/2009,7/5/2010,53560,83683
7/6/2008,7/6/2009,48690,83683
7/6/2007,7/5/2008,47270,83683
7/7/2006,7/6/2007,45890,83683
7/8/2005,7/6/2006,43700,83683
7/7/2004,7/7/2005,41620,83683
7/7/2003,7/6/2004,37840,83683
7/8/2002,7/7/2003,34400,83683
7/6/2013,  ,65700,83683
5/31/2013,  ,44000,84052
5/30/2012,5/30/2013,42720,84052
5/30/2011,5/29/2012,41480,84052
5/31/2010,5/30/2011,40270,84052
6/1/2009,5/30/2010,39100,84052
5/31/2008,5/31/2009,37960,84052
5/31/2007,5/30/2008,36150,84052
6/1/2006,5/31/2007,35100,84052
6/2/2005,5/31/2006,34080,84052
6/1/2004,6/1/2005,31560,84052
6/1/2003,5/31/2004,30640,84052
6/2/2002,6/1/2003,29180,84052
6/3/2001,6/1/2002,28330,84052
6/2/2000,6/2/2001,27500,84052
6/2/1999,6/1/2000,26700,84052
6/3/1998,6/2/1999,24270,84052
6/4/1997,6/2/1998,23560,84052
6/3/1996,6/3/1997,22440,84052
6/3/1995,6/2/1996,21790,84052
6/4/1994,6/3/1995,19810,84052
6/5/1993,6/3/1994,18870,84052
6/4/1992,6/4/1993,18320,84052
6/4/1991,6/3/1992,17450,84052
6/5/1990,6/4/1991,16620,84052
6/6/1989,6/4/1990,15830,84052
6/5/1988,6/5/1989,14660,84052
6/5/1987,6/4/1988,14230,84052
6/6/1986,6/5/1987,13820,84052
6/7/1985,6/5/1986,12800,84052
6/6/1984,6/6/1985,12430,84052
6/6/1983,6/5/1984,12070,84052
6/7/1982,6/6/1983,11720,84052
6/8/1981,6/6/1982,11160,84052
10/30/2013,  ,117000,83509
10/29/2012,10/29/2013,108330,83509
10/29/2011,10/28/2012,103170,83509
10/30/2010,10/29/2011,100170,83509
10/31/2009,10/29/2010,92750,83509
10/30/2008,10/30/2009,85880,83509
10/30/2007,10/29/2008,81790,83509
10/31/2006,10/30/2007,79410,83509
11/1/2005,10/30/2006,77100,83509
10/31/2004,10/31/2005,74850,83509
10/31/2003,10/30/2004,71290,83509
11/1/2002,10/31/2003,67900,83509
11/2/2001,10/31/2002,64670,83509
11/1/2000,11/1/2001,61590,83509
11/1/1999,10/31/2000,57030,83509
3/11/2013,  ,40320,84001
3/10/2012,3/10/2013,39150,84001
3/10/2011,3/9/2012,38010,84001
3/11/2010,3/10/2011,36200,84001
3/12/2009,3/10/2010,35150,84001
3/11/2008,3/11/2009,33480,84001
3/11/2007,3/10/2008,32500,84001
3/12/2006,3/11/2007,30950,84001
3/13/2005,3/11/2006,29480,84001
3/12/2004,3/12/2005,28620,84001
3/12/2003,3/11/2004,27260,84001
3/13/2002,3/12/2003,25960,84001
3/14/2001,3/12/2002,25200,84001
3/13/2000,3/13/2001,24000,84001
3/13/1999,3/12/2000,23300,84001
3/14/1998,3/13/1999,22190,84001
3/15/1997,3/13/1998,20550,84001
3/14/1996,3/14/1997,19950,84001
3/14/1995,3/13/1996,19000,84001
3/15/1994,3/14/1995,18450,84001
3/16/1993,3/14/1994,17080,84001
3/15/1992,3/15/1993,16270,84001
3/15/1991,3/14/1992,15800,84001
3/9/2013,  ,57200,84042
3/8/2012,3/8/2013,52960,84042
3/8/2011,3/7/2012,51420,84042
3/9/2010,3/8/2011,47610,84042
3/10/2009,3/8/2010,46220,84042
3/9/2008,3/9/2009,44870,84042
3/9/2007,3/8/2008,43560,84042
3/10/2006,3/9/2007,41490,84042
3/11/2005,3/9/2006,40280,84042
3/10/2004,3/10/2005,38360,84042
3/10/2003,3/9/2004,34870,84042
3/11/2002,3/10/2003,33210,84042
3/12/2001,3/10/2002,32240,84042
9/4/2013,  ,62400,84042
9/6/2005,9/4/2006,43500,84042
9/5/2004,9/5/2005,42230,84042
9/5/2003,9/4/2004,41000,84042
9/6/2002,9/5/2003,39810,84042
9/7/2001,9/5/2002,38650,84042
9/6/2000,9/6/2001,36810,84042
9/6/1999,9/5/2000,35740,84042
9/7/1998,9/6/1999,33090,84042
9/8/1997,9/6/1998,31510,84042
9/7/1996,9/7/1997,30010,84042
9/7/1995,9/6/1996,27790,84042
9/8/1994,9/7/1995,26980,84042
9/9/1993,9/7/1994,26190,84042
9/3/2012,9/3/2013,60580,84042
9/3/2011,9/2/2012,57700,84042
9/4/2010,9/3/2011,54950,84042
9/5/2009,9/3/2010,53350,84042
9/4/2008,9/4/2009,50810,84042
9/4/2007,9/3/2008,47050,84042
9/5/2006,9/4/2007,44810,84042
5/4/2013,  ,40500,84042
5/3/2012,5/3/2013,39320,84042
5/3/2011,5/2/2012,38170,84042
5/4/2010,5/3/2011,35340,84042
5/5/2009,5/3/2010,34310,84042
5/4/2008,5/4/2009,32680,84042
5/4/2007,5/3/2008,31730,84042
5/5/2006,5/4/2007,30220,84042
5/6/2005,5/4/2006,29340,84042
5/5/2004,5/5/2005,27170,84042
5/5/2003,5/4/2004,25880,84042
5/6/2002,5/5/2003,24650,84042
5/7/2001,5/5/2002,22820,84042
5/6/2000,5/6/2001,21730,84042
5/6/1999,5/5/2000,21100,84042
5/7/1998,5/6/1999,20490,84042
5/8/1997,5/6/1998,19890,84042
12/13/2013,  ,39000,84042
12/12/2012,12/12/2013,37140,84042
12/12/2011,12/11/2012,36060,84042
12/13/2010,12/12/2011,35010,84042
12/14/2009,12/12/2010,33990,84042
12/13/2008,12/13/2009,33000,84042
12/13/2007,12/12/2008,32040,84042
12/14/2006,12/13/2007,29670,84042
4/27/2013,  ,61320,84052
4/26/2012,4/26/2013,59530,84052
4/26/2011,4/25/2012,56700,84052
4/27/2010,4/26/2011,55050,84052
4/28/2009,4/26/2010,53450,84052
4/27/2008,4/27/2009,49490,84052
4/27/2007,4/26/2008,48050,84052
4/28/2006,4/27/2007,45760,84052
4/29/2005,4/27/2006,42370,84052
4/28/2004,4/28/2005,41140,84052
4/28/2003,4/27/2004,37400,84052
4/29/2002,4/28/2003,36310,84052
1/4/2014,  ,87860,83683
1/3/2013,1/3/2014,85300,83683
1/3/2012,1/2/2013,81240,83683
1/4/2011,1/3/2012,78870,83683
1/5/2010,1/3/2011,75110,83683
1/4/2009,1/4/2010,69550,83683
1/4/2008,1/3/2009,66240,83683
1/5/2007,1/4/2008,64310,83683
1/6/2006,1/4/2007,62440,83683
1/5/2005,1/5/2006,60620,83683
1/5/2004,1/4/2005,58850,83683
1/6/2003,1/5/2004,57140,83683
1/7/2002,1/5/2003,55480,83683
1/6/2001,1/6/2002,51370,83683
1/6/2000,1/5/2001,49870,83683
1/7/1999,1/6/2000,48420,83683
1/8/1998,1/6/1999,47010,83683
1/7/1997,1/7/1998,42740,83683
1/7/1996,1/6/1997,41500,83683
1/8/1995,1/7/1996,39520,83683
1/9/1994,1/7/1995,36590,83683
1/8/1993,1/8/1994,34850,83683
1/8/1992,1/7/1993,33830,83683
1/9/1991,1/8/1992,32220,83683
1/10/1990,1/8/1991,29830,83683
1/9/1989,1/9/1990,28410,83683
1/9/1988,1/8/1989,25830,83683
1/10/1987,1/9/1988,24600,83683
1/11/1986,1/9/1987,23430,83683
1/10/1985,1/10/1986,22750,83683
1/10/1984,1/9/1985,22090,83683
1/11/1983,1/10/1984,21450,83683
1/12/1982,1/10/1983,20430,83683
1/11/1981,1/11/1982,19830,83683
1/11/1980,1/10/1981,18360,83683
1/12/1979,1/11/1980,17490,83683
1/13/1978,1/11/1979,16190,83683
3/17/2013,  ,46460,83683
3/16/2012,3/16/2013,45110,83683
3/16/2011,3/15/2012,42960,83683
3/17/2010,3/16/2011,40910,83683
3/18/2009,3/16/2010,39720,83683
3/17/2008,3/17/2009,36110,83683
3/17/2007,3/16/2008,35060,83683
3/18/2006,3/17/2007,33390,83683
3/19/2005,3/17/2006,31800,83683
3/18/2004,3/18/2005,30290,83683
3/18/2003,3/17/2004,29410,83683
3/19/2002,3/18/2003,28550,83683
3/20/2001,3/18/2002,27720,83683
3/19/2000,3/19/2001,26910,83683
3/19/1999,3/18/2000,26130,83683
3/20/1998,3/19/1999,24890,83683
3/21/1997,3/19/1998,23700,83683
3/20/1996,3/20/1997,23010,83683
3/20/1995,3/19/1996,21310,83683
3/21/1994,3/20/1995,19730,83683
3/22/1993,3/20/1994,19160,83683
3/21/1992,3/21/1993,17740,83683
3/21/1991,3/20/1992,16130,83683
3/22/1990,3/21/1991,15660,83683
3/23/1989,3/21/1990,15200,83683
1/12/2014,  ,85000,83509
1/11/2013,1/11/2014,80950,83509
1/11/2012,1/10/2013,78590,83509
1/12/2011,1/11/2012,74850,83509
1/13/2010,1/11/2011,71290,83509
1/12/2009,1/12/2010,69210,83509
1/12/2008,1/11/2009,67190,83509
1/13/2007,1/12/2008,65230,83509
1/14/2006,1/12/2007,62120,83509
1/13/2005,1/13/2006,60310,83509
1/13/2004,1/12/2005,57440,83509
1/14/2003,1/13/2004,53190,83509
1/15/2002,1/13/2003,51640,83509
1/14/2001,1/14/2002,50140,83509
1/14/2000,1/13/2001,47750,83509
5/4/2013,  ,56700,83683
5/3/2012,5/3/2013,55050,83683
5/3/2011,5/2/2012,53450,83683
5/4/2010,5/3/2011,50900,83683
5/5/2009,5/3/2010,48480,83683
5/4/2008,5/4/2009,47070,83683
5/4/2007,5/3/2008,44830,83683
5/5/2006,5/4/2007,40750,83683
5/6/2005,5/4/2006,39560,83683
5/5/2004,5/5/2005,36630,83683
5/5/2003,5/4/2004,35560,83683
5/6/2002,5/5/2003,34520,83683
5/7/2001,5/5/2002,32880,83683
5/6/2000,5/6/2001,29890,83683
5/6/1999,5/5/2000,27170,83683
5/7/1998,5/6/1999,26380,83683
5/8/1997,5/6/1998,25120,83683
5/7/1996,5/7/1997,23920,83683
5/7/1995,5/6/1996,23220,83683
5/8/1994,5/7/1995,22110,83683
5/9/1993,5/7/1994,21060,83683
5/8/1992,5/8/1993,20060,83683
5/8/1991,5/7/1992,19480,83683
5/9/1990,5/8/1991,18550,83683
5/10/1989,5/8/1990,18010,83683
5/9/1988,5/9/1989,17150,83683
5/9/1987,5/8/1988,16650,83683
5/10/1986,5/9/1987,15420,83683
5/11/1985,5/9/1986,14280,83683
5/10/1984,5/10/1985,13220,83683
5/10/1983,5/9/1984,12830,83683
5/11/1982,5/10/1983,12460,83683
5/12/1981,5/10/1982,12100,83683
5/11/1980,5/11/1981,11200,83683
5/11/1979,5/10/1980,10670,83683
9/5/2013,  ,34500,83759
9/4/2012,9/4/2013,32860,83759
9/4/2011,9/3/2012,31900,83759
9/5/2010,9/4/2011,30970,83759
9/6/2009,9/4/2010,29500,83759
9/5/2008,9/5/2009,26820,83759
9/5/2007,9/4/2008,25540,83759
9/6/2006,9/5/2007,24320,83759
9/7/2005,9/5/2006,23160,83759
9/6/2004,9/6/2005,22490,83759
9/6/2003,9/5/2004,21830,83759
9/7/2002,9/6/2003,20790,83759
9/8/2001,9/6/2002,20180,83759
9/7/2000,9/7/2001,19590,83759
9/7/1999,9/6/2000,18660,83759
9/8/1998,9/7/1999,18120,83759
9/9/1997,9/7/1998,16780,83759
9/8/1996,9/8/1997,16290,83759
2/9/2013,  ,48960,83759
2/9/2012,2/8/2013,46630,83759
2/10/2011,2/9/2012,44410,83759
2/11/2010,2/9/2011,43120,83759
2/10/2009,2/10/2010,41860,83759
2/10/2008,2/9/2009,40640,83759
2/11/2007,2/10/2008,39460,83759
2/12/2006,2/10/2007,38310,83759
2/11/2005,2/11/2006,37190,83759
2/11/2004,2/10/2005,35420,83759
2/12/2003,2/11/2004,33730,83759
6/10/2013,  ,74250,83683
6/9/2012,6/9/2013,72090,83683
6/9/2011,6/8/2012,69990,83683
6/10/2010,6/9/2011,67950,83683
4/17/2013,  ,42000,83759
4/16/2012,4/16/2013,40780,83759
4/16/2011,4/15/2012,39590,83759
4/17/2010,4/16/2011,37700,83759
4/18/2009,4/16/2010,36600,83759
4/17/2008,4/17/2009,33270,83759
4/17/2007,4/16/2008,32300,83759
4/18/2006,4/17/2007,29910,83759
4/19/2005,4/17/2006,29040,83759
4/18/2004,4/18/2005,28190,83759
4/18/2003,4/17/2004,26850,83759
4/19/2002,4/18/2003,26070,83759
4/20/2001,4/18/2002,25310,83759
4/19/2000,4/19/2001,24100,83759
4/19/1999,4/18/2000,23400,83759
4/20/1998,4/19/1999,21670,83759
4/21/1997,4/19/1998,20640,83759
4/20/1996,4/20/1997,20040,83759
4/20/1995,4/19/1996,19090,83759
4/21/1994,4/20/1995,18180,83759
4/22/1993,4/20/1994,16830,83759
4/21/1992,4/21/1993,16340,83759
4/21/1991,4/20/1992,15560,83759
4/22/1990,4/21/1991,14410,83759
4/23/1989,4/21/1990,13720,83759
4/22/1988,4/22/1989,13320,83759
4/22/1987,4/21/1988,12930,83759
4/23/1986,4/22/1987,12550,83759
4/24/1985,4/22/1986,12180,83759
4/23/1984,4/23/1985,11830,83759
4/23/1983,4/22/1984,10750,83759
4/24/1982,4/23/1983,10240,83759
4/25/1981,4/23/1982,9750,83759
4/24/1980,4/24/1981,9290,83759
6/2/2013,  ,83000,83509
6/1/2012,6/1/2013,76850,83509
6/1/2011,5/31/2012,74610,83509
6/2/2010,6/1/2011,71060,83509
6/3/2009,6/1/2010,64600,83509
6/2/2008,6/2/2009,62720,83509
6/2/2007,6/1/2008,60890,83509
6/3/2006,6/2/2007,57990,83509
6/4/2005,6/2/2006,55230,83509
6/3/2004,6/3/2005,53620,83509
6/3/2003,6/2/2004,49650,83509
6/4/2002,6/3/2003,48200,83509
6/5/2001,6/3/2002,46800,83509
6/4/2000,6/4/2001,45440,83509
5/7/2013,  ,36000,83759
5/6/2012,5/6/2013,34950,83759
5/6/2011,5/5/2012,33930,83759
5/7/2010,5/6/2011,31420,83759
5/8/2009,5/6/2010,29920,83759
5/7/2008,5/7/2009,29050,83759
5/7/2007,5/6/2008,27670,83759
5/8/2006,5/7/2007,26350,83759
5/9/2005,5/7/2006,24400,83759
5/8/2004,5/8/2005,23690,83759
5/8/2003,5/7/2004,22560,83759
5/9/2002,5/8/2003,20890,83759
5/10/2001,5/8/2002,19900,83759
5/9/2000,5/9/2001,18950,83759
5/9/1999,5/8/2000,18400,83759
5/10/1998,5/9/1999,17860,83759
5/11/1997,5/9/1998,17340,83759
5/10/1996,5/10/1997,16830,83759
5/10/1995,5/9/1996,15580,83759
5/11/1994,5/10/1995,14430,83759
5/12/1993,5/10/1994,14010,83759
5/11/1992,5/11/1993,13600,83759
5/11/1991,5/10/1992,12950,83759
5/12/1990,5/11/1991,12330,83759
5/13/1989,5/11/1990,11970,83759
5/12/1988,5/12/1989,11400,83759
5/12/1987,5/11/1988,10860,83759
5/13/1986,5/12/1987,10540,83759
5/14/1985,5/12/1986,10040,83759
7/26/2013,  ,29750,83759
7/25/2012,7/25/2013,27050,83759
7/25/2011,7/24/2012,26260,83759
7/26/2010,7/25/2011,24310,83759
7/27/2009,7/25/2010,22100,83759
7/26/2008,7/26/2009,21050,83759
7/26/2007,7/25/2008,20440,83759
7/27/2006,7/26/2007,18930,83759
7/28/2005,7/26/2006,18030,83759
7/27/2004,7/27/2005,17500,83759
7/27/2003,7/26/2004,16990,83759
7/28/2002,7/27/2003,16180,83759
7/29/2001,7/27/2002,15710,83759
7/28/2000,7/28/2001,14960,83759
7/28/1999,7/27/2000,14520,83759
7/29/1998,7/28/1999,13830,83759
7/30/1997,7/28/1998,13430,83759
7/29/1996,7/29/1997,13040,83759
7/29/1995,7/28/1996,12660,83759
7/30/1994,7/29/1995,12290,83759
7/31/1993,7/29/1994,11930,83759
7/30/1992,7/30/1993,11580,83759
7/30/1991,7/29/1992,11030,83759
7/31/1990,7/30/1991,10710,83759
8/1/1989,7/30/1990,10400,83759
7/31/1988,7/31/1989,10100,83759
7/31/1987,7/30/1988,9620,83759
8/1/1986,7/31/1987,9340,83759
5/27/2013,  ,89240,83683
5/26/2012,5/26/2013,86640,83683
5/26/2011,5/25/2012,84120,83683
5/27/2010,5/26/2011,76470,83683
5/28/2009,5/26/2010,74240,83683
5/27/2008,5/27/2009,72080,83683
5/27/2007,5/26/2008,69980,83683
5/28/2006,5/27/2007,67940,83683
5/29/2005,5/27/2006,65960,83683
5/28/2004,5/28/2005,64040,83683
5/28/2003,5/27/2004,60990,83683
5/29/2002,5/28/2003,58090,83683
5/30/2001,5/28/2002,55320,83683
5/29/2000,5/29/2001,52690,83683
5/29/1999,5/28/2000,48790,83683
5/30/1998,5/29/1999,45180,83683
5/31/1997,5/29/1998,43860,83683
5/30/1996,5/30/1997,42580,83683
5/30/1995,5/29/1996,40550,83683
5/31/1994,5/30/1995,39370,83683
6/1/1993,5/30/1994,38220,83683
5/22/2013,  ,56700,84001
5/21/2012,5/21/2013,55050,84001
5/21/2011,5/20/2012,50970,84001
5/22/2010,5/21/2011,49490,84001
5/23/2009,5/21/2010,48050,84001
5/22/2008,5/22/2009,46650,84001
5/22/2007,5/21/2008,43190,84001
5/23/2006,5/22/2007,41130,84001
5/24/2005,5/22/2006,38080,84001
5/23/2004,5/23/2005,36270,84001
5/23/2003,5/22/2004,34540,84001
5/24/2002,5/23/2003,33530,84001
5/25/2001,5/23/2002,31930,84001
5/24/2000,5/24/2001,30410,84001
5/24/1999,5/23/2000,28960,84001
5/25/1998,5/24/1999,27580,84001
5/26/1997,5/24/1998,26780,84001
5/25/1996,5/25/1997,25500,84001
5/25/1995,5/24/1996,23610,84001
3/23/2013,  ,30000,83759
3/22/2012,3/22/2013,29130,83759
3/22/2011,3/21/2012,28280,83759
3/23/2010,3/22/2011,27460,83759
3/24/2009,3/22/2010,26660,83759
3/23/2008,3/23/2009,25390,83759
3/23/2007,3/22/2008,24650,83759
3/24/2006,3/23/2007,23930,83759
3/25/2005,3/23/2006,23230,83759
3/24/2004,3/24/2005,22120,83759
3/24/2003,3/23/2004,21480,83759
3/25/2002,3/24/2003,20850,83759
12/31/2013,  ,25750,84001
12/30/2012,12/30/2013,24520,84001
12/30/2011,12/29/2012,23350,84001
12/31/2010,12/30/2011,22240,84001
1/1/2010,12/30/2010,21590,84001
12/31/2008,12/31/2009,20960,84001
12/31/2007,12/30/2008,19960,84001
1/1/2007,12/31/2007,19380,84001
1/2/2006,12/31/2006,18460,84001
1/1/2005,1/1/2006,17580,84001
1/1/2004,12/31/2004,17070,84001
1/2/2003,1/1/2004,16570,84001
1/3/2002,1/1/2003,16090,84001
1/2/2001,1/2/2002,15620,84001
1/2/2000,1/1/2001,15170,84001
1/3/1999,1/2/2000,14050,84001
1/4/1998,1/2/1999,12770,84001
1/3/1997,1/3/1998,12400,84001
1/3/1996,1/2/1997,11810,84001
1/4/1995,1/3/1996,11250,84001
1/5/1994,1/3/1995,10710,84001
1/4/1993,1/4/1994,10400,84001
1/4/1992,1/3/1993,10100,84001
1/5/1991,1/4/1992,9620,84001
1/6/1990,1/4/1991,9160,84001
1/5/1989,1/5/1990,8330,84001
1/5/1988,1/4/1989,7930,84001
1/6/1987,1/5/1988,7340,84001
1/7/1986,1/5/1987,7130,84001
1/6/1985,1/6/1986,6790,84001
1/6/1984,1/5/1985,6590,84001
1/7/1983,1/6/1984,6400,84001
5/2/2013,  ,48300,84001
5/1/2012,5/1/2013,46000,84001
5/1/2011,4/30/2012,44660,84001
5/2/2010,5/1/2011,42530,84001
5/3/2009,5/1/2010,39380,84001
5/2/2008,5/2/2009,38230,84001
5/2/2007,5/1/2008,35400,84001
5/3/2006,5/2/2007,33710,84001
5/4/2005,5/2/2006,32730,84001
5/3/2004,5/3/2005,31780,84001
5/3/2003,5/2/2004,30270,84001
5/4/2002,5/3/2003,29390,84001
5/5/2001,5/3/2002,27210,84001
5/4/2000,5/4/2001,25910,84001
5/4/1999,5/3/2000,25160,84001
5/5/1998,5/4/1999,24430,84001
5/6/1997,5/4/1998,22620,84001
5/5/1996,5/5/1997,21960,84001
5/5/1995,5/4/1996,21320,84001
5/6/1994,5/5/1995,20300,84001
5/7/1993,5/5/1994,19710,84001
5/6/1992,5/6/1993,18770,84001
2/16/2013,  ,36000,84042
2/16/2012,2/15/2013,34290,84042
2/17/2011,2/16/2012,32660,84042
2/18/2010,2/16/2011,31100,84042
2/17/2009,2/17/2010,29620,84042
2/17/2008,2/16/2009,28210,84042
2/18/2007,2/17/2008,27390,84042
2/19/2006,2/17/2007,26090,84042
2/18/2005,2/18/2006,25330,84042
2/18/2004,2/17/2005,24590,84042
2/19/2003,2/18/2004,23420,84042
2/20/2002,2/18/2003,22740,84042
2/19/2001,2/19/2002,22080,84042
2/19/2000,2/18/2001,21440,84042
2/20/1999,2/19/2000,20820,84042
2/21/1998,2/19/1999,20210,84042
2/20/1997,2/20/1998,19620,84042
2/20/1996,2/19/1997,19050,84042
2/21/1995,2/20/1996,18140,84042
2/22/1994,2/20/1995,17280,84042
2/21/1993,2/21/1994,16000,84042
2/21/1992,2/20/1993,15530,84042
2/22/1991,2/21/1992,15080,84042
2/23/1990,2/21/1991,13960,84042
2/22/1989,2/22/1990,13300,84042
2/22/1988,2/21/1989,12910,84042
2/23/1987,2/22/1988,12300,84042
2/24/1986,2/22/1987,11940,84042
2/23/1985,2/23/1986,11590,84042
2/23/1984,2/22/1985,10730,84042
2/24/1983,2/23/1984,10220,84042
2/25/1982,2/23/1983,9920,84042
2/24/1981,2/24/1982,9190,84042
2/24/1980,2/23/1981,8920,84042
1/27/2014,  ,30000,83759
1/26/2013,1/26/2014,28570,83759
8/8/2013,  ,81000,83509
8/7/2012,8/7/2013,78640,83509
8/7/2011,8/6/2012,76350,83509
8/8/2010,8/7/2011,74130,83509
8/9/2009,8/7/2010,71970,83509
8/8/2008,8/8/2009,69870,83509
8/8/2007,8/7/2008,67830,83509
8/9/2006,8/8/2007,64600,83509
8/10/2005,8/8/2006,59810,83509
8/9/2004,8/9/2005,58070,83509
8/9/2003,8/8/2004,56380,83509
8/10/2002,8/9/2003,52200,83509
8/11/2001,8/9/2002,50680,83509
8/10/2000,8/10/2001,49200,83509
1/10/2014,  ,44250,84001
1/9/2013,1/9/2014,40970,84001
9/30/2013,  ,122400,84583
9/29/2012,9/29/2013,118830,84583
9/29/2011,9/28/2012,115370,84583
9/30/2010,9/29/2011,112010,84583
10/1/2009,9/29/2010,108750,84583
9/30/2008,9/30/2009,105580,84583
9/30/2007,9/29/2008,102500,84583
10/1/2006,9/30/2007,99510,84583
10/11/2013,  ,31750,84042
10/10/2012,10/10/2013,30240,84042
10/10/2011,10/9/2012,28800,84042
10/11/2010,10/10/2011,27430,84042
10/12/2009,10/10/2010,26120,84042
10/11/2008,10/11/2009,25360,84042
10/11/2007,10/10/2008,24150,84042
10/12/2006,10/11/2007,22360,84042
10/13/2005,10/11/2006,20700,84042
10/12/2004,10/12/2005,20100,84042
10/12/2003,10/11/2004,19140,84042
10/13/2002,10/12/2003,18230,84042
10/14/2001,10/12/2002,17700,84042
10/13/2000,10/13/2001,17180,84042
10/13/1999,10/12/2000,15910,84042
10/14/1998,10/13/1999,14730,84042
10/15/1997,10/13/1998,14030,84042
10/14/1996,10/14/1997,13360,84042
10/14/1995,10/13/1996,12720,84042
10/15/1994,10/14/1995,12110,84042
10/16/1993,10/14/1994,11760,84042
10/15/1992,10/15/1993,11420,84042
10/15/1991,10/14/1992,11090,84042
10/16/1990,10/15/1991,10770,84042
10/17/1989,10/15/1990,9970,84042
10/16/1988,10/16/1989,9680,84042
10/16/1987,10/15/1988,9220,84042
10/17/1986,10/16/1987,8780,84042
10/18/1985,10/16/1986,8520,84042
10/19/2013,  ,51600,83746
10/18/2012,10/18/2013,46910,83746
10/18/2011,10/17/2012,45540,83746
10/19/2010,10/18/2011,44210,83746
10/20/2009,10/18/2010,42920,83746
10/19/2008,10/19/2009,41670,83746
10/19/2007,10/18/2008,40460,83746
10/20/2006,10/19/2007,39280,83746
10/21/2005,10/19/2006,37410,83746
10/20/2004,10/20/2005,35630,83746
10/20/2003,10/19/2004,33930,83746
10/21/2002,10/20/2003,32940,83746
10/22/2001,10/20/2002,31370,83746
10/21/2000,10/21/2001,28520,83746
10/21/1999,10/20/2000,27690,83746
10/22/1998,10/21/1999,26880,83746
10/23/1997,10/21/1998,24890,83746
10/22/1996,10/22/1997,23700,83746
6/28/2013,  ,54280,83683
6/27/2012,6/27/2013,52700,83683
6/27/2011,6/26/2012,51170,83683
6/28/2010,6/27/2011,47380,83683
6/24/2012,6/24/2013,40530,84042
6/24/2011,6/23/2012,39350,84042
6/25/2010,6/24/2011,38200,84042
6/26/2009,6/24/2010,34730,84042
6/25/2008,6/25/2009,33720,84042
6/25/2007,6/24/2008,32110,84042
6/26/2006,6/25/2007,31170,84042
6/27/2005,6/25/2006,29690,84042
6/26/2004,6/26/2005,28280,84042
6/26/2003,6/25/2004,27460,84042
6/27/2002,6/26/2003,26150,84042
6/28/2001,6/26/2002,24900,84042
6/27/2000,6/27/2001,23710,84042
6/27/1999,6/26/2000,22580,84042
6/28/1998,6/27/1999,21920,84042
6/29/1997,6/27/1998,21280,84042
6/28/1996,6/28/1997,19700,84042
