BRAND_ID,BRAND_NAME,BRAND_TYPE,PROD_BASE,PROD_CATEGORY,PROD_DESCRIPT,PROD_MIN,PROD_PRICE,PROD_QOH,PROD_SKU,PROD_TYPE,VEND_CITY,VEND_ID,VEND_NAME,VEND_STATE,VEND_STREET,VEND_ZIP
30,LONG HAUL,CONTRACTOR,Solvent,Top Coat,"Varnish, Polyurethane, Moisture Cured, Flat (MPI Gloss Level 1)",25,13.59,51,9393-RFA,Interior,Rowsburg,15,Unlimited Wholesale of Ohio,OH,454 WINDJAMMER CIRCLE,44866
30,LONG HAUL,CONTRACTOR,Solvent,Top Coat,"Fire Retardant Top-Coat, Exterior, Low Sheen (ULC Approved)",15,21.99,86,9408-WNM,Exterior,Rowsburg,15,Unlimited Wholesale of Ohio,OH,454 WINDJAMMER CIRCLE,44866
33,BINDER PRIME,PREMIUM,Solvent,Top Coat,"Varnish, Aliphatic Polyurethane, Two-Component",5,12.29,101,9413-EHI,Interior,Orchard Lake,22,Rivera Decor Partners,MI,1404 SEWARD NB ON TUDOR RAMP,48324
30,LONG HAUL,CONTRACTOR,Solvent,Top Coat,"Varnish, Fire Retardant (ULC Approved), Exterior",20,17.99,129,9484-UTK,Exterior,Rowsburg,15,Unlimited Wholesale of Ohio,OH,454 WINDJAMMER CIRCLE,44866
29,BUSTERS,VALUE,Solvent,Top Coat,"Epoxy, High Build, Low Gloss",15,13.59,65,9569-WMK,Interior,Huntington,9,Donahue Solubles of West Virginia,WV,382 FLORENCE CIRCLE,25700
25,STUTTENFURST,CONTRACTOR,Solvent,Primer,"Primer, Alkyd for Exterior Wood",35,8.99,92,9601-ZKZ,Exterior,Orchard Lake,22,Rivera Decor Partners,MI,1404 SEWARD NB ON TUDOR RAMP,48324
33,BINDER PRIME,PREMIUM,Solvent,Primer,"Primer, Zinc Rich, Organic",20,11.99,77,9624-YLU,Exterior,Orchard Lake,22,Rivera Decor Partners,MI,1404 SEWARD NB ON TUDOR RAMP,48324
30,LONG HAUL,CONTRACTOR,Solvent,Top Coat,"Lacquer, Pigmented, Gloss",5,14.59,51,9671-NYZ,Interior,Rowsburg,15,Unlimited Wholesale of Ohio,OH,454 WINDJAMMER CIRCLE,44866
35,LE MODE,PREMIUM,Water,Top Coat,"Varnish, Water Based, Clear, Semi-Gloss",25,15.29,73,9686-HQV,Interior,Arlington,13,Boykin Chemical Workshop,VA,200 AERO AVENUE,22218
30,LONG HAUL,CONTRACTOR,Solvent,Cleaner,"Linseed Oil, Boiled",15,12.99,67,9688-ZUX,Exterior,Rowsburg,15,Unlimited Wholesale of Ohio,OH,454 WINDJAMMER CIRCLE,44866
35,LE MODE,PREMIUM,Solvent,Primer,"Primer, Quick Dry, for Shop Application to Interior Steel",5,35.49,134,9702-WFX,Interior,Sweek Hollow,5,National Wholesale Consolidated,VT,1185 BIGLERVILLE CIRCLE,5483
25,STUTTENFURST,CONTRACTOR,Solvent,Primer,"Primer, Zinc Rich, Epoxy",40,9.99,85,9786-DGO,Interior,Orchard Lake,22,Rivera Decor Partners,MI,1404 SEWARD NB ON TUDOR RAMP,48324
27,HOME COMFORT,CONTRACTOR,Solvent,Top Coat,"Fire Retardant Top-Coat, Clear, Alkyd, Interior (ULC Approved)",25,29.99,137,9838-FUF,Interior,Cross Jct,21,Internation Solvents of Virginia,VA,1492 AUSTIN AVENUE,22625
28,OLDE TYME QUALITY,CONTRACTOR,Water,Top Coat,"Alkyd, Water Based, Gloss (MPI Gloss Level 6)",20,25.59,58,9857-ESX,Interior,Lake Lynn,3,Leal Decor Workshop,PA,1105 OLSON CIRCLE,15439
29,BUSTERS,VALUE,Solvent,Top Coat,"Lacquer, Pigmented, Semi-Gloss",35,14.59,72,9858-XUM,Interior,Laporte,11,Super Solubles of Pennsylvania,PA,1951 WEST 28TH COURT,18626
30,LONG HAUL,CONTRACTOR,Water,Top Coat,"Latex, Interior, Institutional Low Odor/VOC, ('velvet-like' - MPI Gloss Level 2) ",35,29.99,129,9955-WWB,Interior,Cross Jct,21,Internation Solvents of Virginia,VA,1492 AUSTIN AVENUE,22625
